age,job,marital,education,balance,housing,loan,month,campaign,deposit
45.0,admin.,married,secondary,205,no,no,feb,1,yes
68.0,retired,married,tertiary,2812,no,no,feb,2,yes
53.0,management,married,tertiary,4087,no,no,feb,1,yes
39.0,services,married,secondary,2758,no,no,feb,3,yes
55.0,management,divorced,tertiary,2037,no,no,feb,2,yes
32.0,student,single,tertiary,0,no,no,feb,3,yes
74.5,retired,married,primary,2223,no,no,feb,1,yes
35.0,admin.,divorced,secondary,1085,no,no,feb,6,yes
55.0,admin.,married,secondary,602,no,no,feb,2,yes
41.0,technician,single,tertiary,1646,yes,no,feb,1,yes
35.0,unemployed,single,tertiary,415,no,no,feb,1,yes
74.5,retired,married,secondary,2354,no,no,feb,1,yes
38.0,technician,married,secondary,318,no,no,feb,1,yes
48.0,blue-collar,married,secondary,1730,yes,no,feb,1,yes
25.0,management,married,unknown,448,no,no,feb,1,yes
36.0,admin.,single,tertiary,994,no,no,feb,1,yes
29.0,housemaid,single,tertiary,19,no,no,feb,2,yes
58.0,unemployed,married,secondary,1625,no,no,feb,2,yes
46.0,blue-collar,married,secondary,1144,yes,no,feb,2,yes
23.0,admin.,single,tertiary,897,yes,no,feb,2,yes
67.0,retired,divorced,secondary,704,no,no,feb,2,yes
30.0,management,married,tertiary,1996,no,no,feb,3,yes
22.0,student,single,secondary,216,no,no,feb,1,yes
45.0,admin.,married,secondary,1206,no,no,feb,1,yes
40.0,management,married,tertiary,1855,no,no,feb,6,yes
35.0,management,married,tertiary,62,no,no,feb,2,yes
33.0,student,married,secondary,1536,no,no,feb,1,yes
60.0,technician,married,secondary,824,yes,no,feb,1,yes
24.0,student,single,tertiary,235,no,no,feb,1,yes
18.0,student,single,unknown,108,no,no,feb,1,yes
65.0,entrepreneur,married,tertiary,2331,no,no,feb,1,yes
27.0,management,single,tertiary,390,no,no,feb,2,yes
35.0,admin.,single,secondary,-32,no,yes,feb,4,yes
39.0,blue-collar,single,tertiary,172,yes,no,feb,2,yes
53.0,admin.,married,secondary,4087,no,no,feb,2,yes
23.0,student,single,secondary,480,no,no,feb,2,yes
34.0,admin.,married,secondary,2374,yes,no,feb,2,yes
36.0,management,single,tertiary,479,no,no,feb,2,yes
52.0,unemployed,married,secondary,94,no,no,feb,1,yes
36.0,student,single,unknown,417,no,no,feb,1,yes
61.0,retired,married,tertiary,2557,yes,no,feb,2,yes
58.0,technician,married,secondary,589,yes,no,feb,3,yes
48.0,unemployed,divorced,secondary,201,no,no,feb,2,yes
34.0,management,divorced,tertiary,2885,no,no,feb,2,yes
58.0,management,married,secondary,2155,no,yes,feb,2,yes
39.0,technician,divorced,secondary,902,yes,no,feb,2,yes
44.0,management,married,tertiary,1791,no,no,feb,1,yes
54.0,unknown,married,secondary,2206,no,no,feb,1,yes
27.0,student,single,tertiary,4087,no,no,feb,1,yes
74.5,retired,married,secondary,638,no,no,feb,1,yes
30.0,admin.,single,secondary,4087,no,no,feb,6,yes
61.0,retired,married,tertiary,4087,no,no,feb,3,yes
74.5,retired,married,primary,3324,no,no,feb,1,yes
28.0,blue-collar,married,secondary,61,yes,no,feb,1,yes
35.0,management,married,tertiary,0,yes,no,feb,2,yes
59.0,technician,married,secondary,116,no,no,feb,1,yes
42.0,blue-collar,married,secondary,413,yes,no,feb,2,yes
35.0,self-employed,single,tertiary,353,no,no,feb,1,yes
71.0,retired,married,secondary,1712,no,no,feb,1,yes
60.0,retired,married,secondary,523,no,no,feb,1,yes
34.0,blue-collar,married,secondary,1454,yes,no,feb,2,yes
57.0,retired,married,primary,4087,no,no,feb,1,yes
74.5,retired,married,secondary,291,no,no,feb,1,yes
64.0,retired,married,tertiary,846,no,no,feb,1,yes
36.0,technician,married,tertiary,341,no,no,feb,2,yes
29.0,technician,single,secondary,113,no,no,feb,2,yes
34.0,management,single,tertiary,4087,no,no,feb,1,yes
26.0,unemployed,single,secondary,632,no,no,feb,1,yes
41.0,management,married,tertiary,4087,no,no,feb,2,yes
47.0,blue-collar,married,secondary,3715,no,no,feb,2,yes
52.0,management,married,tertiary,4087,no,no,feb,3,yes
32.0,technician,married,secondary,3271,no,no,feb,1,yes
21.0,student,single,secondary,123,no,no,feb,5,yes
54.0,technician,married,secondary,4087,no,no,feb,1,yes
29.0,management,single,tertiary,1026,no,no,feb,2,yes
32.0,management,married,tertiary,905,no,no,feb,4,yes
38.0,services,married,secondary,775,no,no,feb,3,yes
48.0,unemployed,married,secondary,926,no,no,feb,4,yes
46.0,management,married,tertiary,349,no,no,feb,2,yes
32.0,technician,married,secondary,484,yes,no,feb,6,yes
49.0,services,married,primary,1830,yes,no,feb,1,yes
37.0,management,married,tertiary,2987,yes,no,feb,1,yes
37.0,technician,single,tertiary,197,no,no,feb,1,yes
23.0,student,single,secondary,431,no,no,feb,3,yes
58.0,admin.,married,secondary,169,no,no,feb,1,yes
45.0,management,married,tertiary,226,yes,no,feb,4,yes
30.0,unemployed,single,secondary,2424,no,no,feb,1,yes
23.0,student,single,secondary,1234,no,no,feb,1,yes
34.0,management,married,tertiary,271,yes,no,feb,1,yes
27.0,management,single,tertiary,-69,yes,no,feb,3,yes
28.0,student,single,tertiary,1562,no,no,feb,4,yes
61.0,self-employed,divorced,tertiary,4087,no,no,feb,3,yes
27.0,blue-collar,single,secondary,535,no,no,feb,1,yes
34.0,management,single,tertiary,2159,no,no,feb,1,yes
52.0,technician,married,secondary,195,yes,no,feb,1,yes
28.0,technician,single,secondary,154,yes,no,feb,2,yes
35.0,management,single,tertiary,681,no,no,feb,1,yes
66.0,retired,married,secondary,2326,no,yes,feb,1,yes
52.0,services,married,secondary,961,no,yes,feb,1,yes
26.0,admin.,single,tertiary,2532,yes,yes,feb,1,yes
38.0,management,single,tertiary,455,yes,no,feb,2,yes
59.0,self-employed,married,tertiary,2013,no,no,feb,4,yes
47.0,blue-collar,married,secondary,1568,yes,no,feb,1,yes
22.0,student,single,unknown,1215,no,no,feb,3,yes
74.5,retired,married,secondary,121,no,no,feb,1,yes
60.0,retired,divorced,secondary,1,no,no,feb,1,yes
53.0,management,married,tertiary,597,no,no,feb,1,yes
39.0,management,single,tertiary,763,no,no,feb,1,yes
27.0,unknown,single,unknown,326,no,no,feb,1,yes
35.0,management,married,tertiary,1380,no,no,feb,1,yes
74.5,housemaid,married,primary,0,no,no,feb,1,yes
47.0,admin.,married,secondary,368,no,no,feb,1,yes
72.0,retired,divorced,tertiary,438,no,no,feb,1,yes
45.0,management,single,tertiary,483,no,no,feb,2,yes
37.0,unemployed,married,tertiary,4087,no,no,feb,1,yes
29.0,self-employed,single,tertiary,805,no,no,feb,1,yes
40.0,management,single,tertiary,0,yes,no,feb,2,yes
32.0,management,married,tertiary,302,yes,yes,feb,1,yes
20.0,student,single,secondary,215,no,no,feb,1,yes
48.0,housemaid,married,tertiary,4087,no,no,feb,2,yes
60.0,admin.,married,secondary,106,no,no,feb,1,yes
70.0,retired,married,primary,2346,no,no,feb,1,yes
74.5,retired,divorced,secondary,3219,no,no,feb,1,yes
52.0,admin.,single,unknown,2227,no,no,feb,2,yes
61.0,self-employed,divorced,tertiary,4087,no,no,feb,2,yes
27.0,services,single,secondary,195,yes,no,feb,3,yes
63.0,technician,married,secondary,973,no,no,feb,1,yes
59.0,technician,married,secondary,4087,yes,no,feb,1,yes
22.0,student,single,secondary,948,no,no,feb,1,yes
66.0,management,married,unknown,2149,yes,no,feb,1,yes
74.0,retired,married,primary,1413,no,no,feb,2,yes
52.0,technician,married,secondary,117,no,no,feb,3,yes
71.0,retired,divorced,secondary,0,no,no,feb,1,yes
33.0,management,married,tertiary,71,no,no,feb,3,yes
56.0,technician,married,secondary,1938,no,yes,feb,1,yes
30.0,management,single,tertiary,4087,no,no,feb,1,yes
73.0,retired,married,unknown,519,no,no,feb,3,yes
28.0,blue-collar,single,secondary,-46,yes,no,mar,1,yes
27.0,technician,single,tertiary,1075,no,no,mar,1,yes
38.0,services,single,secondary,91,no,no,mar,1,yes
28.0,technician,single,secondary,598,yes,no,mar,1,yes
37.0,management,single,tertiary,1027,yes,no,mar,1,yes
47.0,technician,married,primary,235,no,no,mar,2,yes
60.0,retired,divorced,tertiary,2,no,no,mar,4,yes
42.0,technician,married,secondary,4087,yes,no,mar,2,yes
27.0,student,single,tertiary,311,no,no,mar,3,yes
25.0,student,single,secondary,154,no,no,mar,1,yes
74.5,retired,divorced,primary,712,no,no,mar,1,yes
29.0,student,single,unknown,4087,no,no,mar,2,yes
29.0,technician,single,tertiary,2489,yes,no,mar,1,yes
63.0,retired,married,secondary,2896,no,no,mar,2,yes
32.0,management,single,tertiary,354,no,no,mar,2,yes
32.0,management,married,tertiary,2667,yes,no,mar,1,yes
42.0,management,married,tertiary,144,no,no,mar,1,yes
26.0,admin.,single,tertiary,760,yes,no,mar,2,yes
73.0,retired,single,secondary,1050,no,no,mar,3,yes
26.0,student,single,secondary,4087,no,no,mar,1,yes
60.0,admin.,married,secondary,4087,no,no,mar,1,yes
25.0,blue-collar,single,secondary,509,no,no,mar,1,yes
64.0,retired,married,tertiary,1644,no,no,mar,4,yes
68.0,retired,married,primary,451,no,no,mar,1,yes
39.0,services,married,secondary,53,no,no,mar,1,yes
40.0,unemployed,single,secondary,334,no,no,mar,1,yes
37.0,management,married,tertiary,4087,no,no,mar,1,yes
36.0,services,married,secondary,52,yes,no,mar,2,yes
33.0,management,divorced,tertiary,2240,no,no,mar,2,yes
74.5,retired,married,tertiary,4087,no,no,mar,1,yes
31.0,technician,married,tertiary,1570,yes,no,mar,4,yes
64.0,unemployed,divorced,secondary,588,no,no,mar,1,yes
59.0,unemployed,married,secondary,957,no,no,mar,1,yes
33.0,management,single,tertiary,224,no,no,mar,2,yes
35.0,management,married,tertiary,2161,no,no,mar,2,yes
69.0,retired,married,unknown,426,no,no,mar,1,yes
31.0,management,single,tertiary,147,no,no,mar,1,yes
73.0,retired,married,primary,508,no,no,mar,1,yes
35.0,technician,married,secondary,294,yes,no,mar,1,yes
28.0,management,single,tertiary,1825,no,no,mar,1,yes
34.0,management,married,tertiary,158,no,no,mar,3,yes
33.0,management,married,tertiary,0,yes,no,mar,1,yes
36.0,services,married,secondary,4087,no,no,mar,2,yes
44.0,management,married,unknown,282,no,no,mar,2,yes
19.0,student,single,unknown,108,no,no,mar,2,yes
28.0,management,single,tertiary,187,no,no,mar,1,yes
51.0,blue-collar,married,primary,3764,no,no,mar,3,yes
52.0,unemployed,married,secondary,1416,no,no,mar,2,yes
61.0,retired,married,secondary,2801,yes,yes,mar,1,yes
39.0,management,married,tertiary,494,no,no,mar,2,yes
37.0,unemployed,married,secondary,1978,no,no,mar,1,yes
74.5,retired,married,primary,155,no,no,mar,1,yes
61.0,admin.,married,secondary,4087,no,no,mar,1,yes
72.0,retired,married,secondary,951,no,yes,mar,3,yes
36.0,management,married,tertiary,495,no,no,mar,3,yes
74.0,retired,married,tertiary,1843,no,no,mar,1,yes
35.0,blue-collar,married,secondary,262,no,no,mar,1,yes
74.5,retired,divorced,primary,0,no,no,mar,2,yes
71.0,retired,married,tertiary,3561,no,no,mar,6,yes
38.0,housemaid,single,secondary,465,yes,no,mar,1,yes
38.0,management,married,unknown,76,no,no,mar,1,yes
53.0,admin.,married,secondary,1796,no,no,mar,1,yes
29.0,management,single,tertiary,874,yes,no,mar,1,yes
64.0,retired,married,primary,2140,no,no,mar,3,yes
35.0,unemployed,single,secondary,295,no,no,mar,1,yes
35.0,admin.,married,secondary,304,no,no,mar,1,yes
46.0,management,divorced,tertiary,624,no,no,mar,1,yes
25.0,blue-collar,single,secondary,303,no,no,mar,1,yes
46.0,management,married,tertiary,273,yes,no,mar,2,yes
59.0,management,married,tertiary,3342,no,no,mar,2,yes
35.0,technician,single,secondary,1227,no,no,mar,4,yes
22.0,technician,single,secondary,283,yes,no,mar,2,yes
31.0,management,single,tertiary,3384,no,no,mar,3,yes
43.0,management,divorced,tertiary,2367,no,no,mar,2,yes
35.0,management,single,tertiary,4087,yes,no,mar,1,yes
60.0,admin.,married,secondary,3735,no,no,mar,1,yes
54.0,management,married,secondary,2693,no,no,mar,1,yes
29.0,self-employed,single,tertiary,655,no,no,mar,1,yes
30.0,student,single,secondary,1681,no,no,mar,1,yes
28.0,management,single,tertiary,866,no,no,mar,2,yes
43.0,services,married,secondary,774,no,no,mar,1,yes
37.0,services,married,secondary,2678,no,no,mar,1,yes
62.0,management,married,tertiary,3371,no,no,mar,1,yes
57.0,management,married,tertiary,4087,no,no,mar,1,yes
33.0,management,single,tertiary,4087,no,no,mar,3,yes
47.0,management,single,tertiary,334,yes,no,mar,1,yes
39.0,technician,single,tertiary,393,no,no,mar,1,yes
30.0,self-employed,single,tertiary,916,no,no,mar,2,yes
28.0,admin.,single,tertiary,832,no,no,mar,3,yes
57.0,management,divorced,tertiary,3287,no,no,mar,2,yes
23.0,services,single,secondary,488,no,no,mar,1,yes
56.0,housemaid,single,tertiary,1947,no,no,mar,1,yes
44.0,admin.,divorced,tertiary,558,yes,no,mar,2,yes
74.5,retired,divorced,primary,235,no,no,mar,1,yes
47.0,management,married,tertiary,288,no,no,mar,1,yes
27.0,student,single,secondary,4087,no,no,mar,1,yes
26.0,management,single,tertiary,3,yes,yes,apr,1,yes
50.0,technician,divorced,secondary,0,no,no,apr,1,yes
74.5,retired,married,secondary,4087,no,no,apr,1,yes
74.5,retired,married,primary,4087,no,no,apr,2,yes
46.0,management,married,unknown,2466,no,no,apr,3,yes
45.0,technician,married,secondary,1348,no,yes,apr,2,yes
60.0,blue-collar,married,primary,4087,no,no,apr,1,yes
47.0,admin.,married,secondary,70,yes,no,apr,4,yes
53.0,admin.,married,secondary,459,no,no,apr,1,yes
54.0,technician,married,secondary,2102,yes,no,apr,1,yes
19.0,student,single,secondary,394,no,no,apr,3,yes
24.0,student,single,secondary,4087,no,no,apr,4,yes
39.0,management,divorced,tertiary,224,no,no,apr,1,yes
53.0,technician,married,tertiary,4087,no,no,apr,1,yes
29.0,management,single,unknown,560,no,no,apr,1,yes
30.0,management,married,tertiary,102,yes,no,apr,6,yes
32.0,management,single,secondary,1088,yes,no,apr,1,yes
33.0,self-employed,single,tertiary,562,yes,yes,apr,1,yes
33.0,management,single,tertiary,718,yes,no,apr,1,yes
57.0,retired,married,unknown,230,no,no,apr,2,yes
27.0,technician,single,tertiary,-67,yes,no,apr,3,yes
55.0,management,married,tertiary,3848,yes,no,apr,2,yes
36.0,management,single,tertiary,579,no,no,apr,1,yes
26.0,management,single,tertiary,1646,no,no,apr,4,yes
31.0,admin.,married,secondary,1229,no,no,apr,1,yes
25.0,unemployed,single,primary,129,no,no,apr,3,yes
49.0,admin.,married,secondary,197,yes,no,apr,1,yes
30.0,management,single,tertiary,3779,no,no,apr,1,yes
32.0,management,single,tertiary,2016,no,no,apr,1,yes
36.0,management,single,tertiary,436,no,no,apr,1,yes
38.0,management,married,tertiary,413,no,no,apr,1,yes
45.0,blue-collar,single,primary,116,no,no,apr,1,yes
36.0,management,single,unknown,62,no,no,apr,2,yes
23.0,student,single,secondary,107,no,no,apr,5,yes
38.0,technician,married,secondary,497,no,no,apr,1,yes
44.0,services,married,primary,2557,yes,no,apr,1,yes
35.0,management,single,tertiary,2646,no,no,apr,6,yes
74.5,retired,married,secondary,3771,no,no,apr,1,yes
26.0,technician,single,tertiary,1066,no,no,apr,1,yes
59.0,technician,married,secondary,1,no,no,apr,2,yes
30.0,management,single,tertiary,232,no,no,apr,1,yes
36.0,blue-collar,married,primary,1177,no,no,apr,1,yes
39.0,technician,married,secondary,603,no,yes,apr,1,yes
24.0,management,single,tertiary,736,yes,no,apr,2,yes
22.0,services,single,secondary,129,no,no,apr,2,yes
36.0,management,married,tertiary,-115,yes,no,apr,4,yes
22.0,management,single,tertiary,104,no,yes,apr,3,yes
34.0,management,married,tertiary,589,no,no,apr,2,yes
22.0,student,single,primary,3472,no,no,apr,1,yes
57.0,management,married,tertiary,2845,yes,no,apr,5,yes
30.0,student,single,tertiary,4087,no,no,apr,6,yes
55.0,unemployed,divorced,secondary,309,no,no,apr,1,yes
38.0,blue-collar,divorced,secondary,0,yes,no,apr,1,yes
39.0,blue-collar,single,secondary,1672,yes,no,apr,1,yes
38.0,technician,single,secondary,1711,no,no,apr,3,yes
24.0,admin.,single,secondary,1295,no,no,apr,1,yes
30.0,student,single,secondary,2046,no,no,apr,3,yes
29.0,blue-collar,single,tertiary,455,no,no,apr,1,yes
25.0,student,single,unknown,722,no,no,apr,2,yes
52.0,technician,married,secondary,371,yes,yes,apr,2,yes
62.0,management,married,tertiary,997,no,no,apr,1,yes
40.0,technician,married,tertiary,206,no,no,apr,6,yes
74.5,retired,married,secondary,820,no,no,apr,4,yes
31.0,admin.,single,secondary,410,no,no,apr,1,yes
42.0,self-employed,married,secondary,1216,yes,no,apr,1,yes
43.0,technician,single,unknown,4087,no,no,apr,1,yes
73.0,retired,married,primary,796,no,no,apr,1,yes
41.0,management,divorced,tertiary,4087,no,no,apr,6,yes
74.5,management,married,unknown,1780,yes,no,apr,2,yes
46.0,admin.,divorced,primary,429,yes,no,apr,2,yes
35.0,technician,married,secondary,2779,no,no,apr,2,yes
26.0,management,single,tertiary,222,no,no,apr,1,yes
45.0,blue-collar,single,secondary,0,yes,no,apr,1,yes
29.0,management,single,tertiary,1445,no,no,apr,2,yes
30.0,technician,single,tertiary,655,no,no,apr,1,yes
26.0,unemployed,single,tertiary,77,no,no,apr,1,yes
63.0,blue-collar,married,primary,115,no,no,apr,1,yes
37.0,unemployed,single,secondary,2722,no,no,apr,2,yes
26.0,management,single,tertiary,1438,no,no,apr,1,yes
54.0,admin.,married,unknown,140,no,no,apr,2,yes
30.0,admin.,single,secondary,915,yes,no,apr,1,yes
61.0,retired,married,secondary,1058,no,no,apr,3,yes
69.0,retired,married,secondary,0,no,no,apr,2,yes
74.5,self-employed,married,unknown,4087,no,no,apr,1,yes
30.0,management,single,tertiary,697,no,no,apr,2,yes
64.0,retired,married,secondary,4087,no,no,apr,1,yes
55.0,housemaid,married,secondary,962,yes,no,apr,1,yes
55.0,technician,married,tertiary,1320,no,no,apr,2,yes
29.0,management,single,tertiary,2955,no,no,apr,2,yes
41.0,unemployed,married,tertiary,0,no,no,apr,1,yes
63.0,retired,married,primary,4087,no,no,apr,1,yes
45.0,admin.,married,secondary,3006,no,no,apr,2,yes
32.0,technician,single,tertiary,388,no,no,apr,3,yes
41.0,self-employed,married,tertiary,0,yes,no,apr,3,yes
37.0,management,married,secondary,565,no,no,apr,1,yes
19.0,student,single,secondary,329,no,no,apr,1,yes
61.0,retired,divorced,secondary,4087,no,no,apr,1,yes
40.0,unemployed,single,tertiary,72,no,no,apr,1,yes
30.0,management,married,tertiary,4087,no,no,apr,3,yes
54.0,technician,married,tertiary,395,no,no,apr,1,yes
49.0,admin.,married,secondary,0,no,no,apr,1,yes
45.0,admin.,married,secondary,205,no,no,may,1,yes
48.0,blue-collar,married,secondary,1730,yes,no,may,1,yes
60.0,blue-collar,married,primary,5,no,no,may,1,yes
34.0,unemployed,single,secondary,1965,no,no,may,1,yes
29.0,housemaid,single,tertiary,19,no,no,may,1,yes
74.5,retired,married,tertiary,4087,no,no,may,1,yes
64.0,management,married,unknown,2352,no,no,may,2,yes
74.5,retired,married,primary,155,no,no,may,1,yes
26.0,technician,single,tertiary,401,no,no,may,2,yes
33.0,admin.,married,tertiary,79,yes,no,may,1,yes
41.0,technician,single,tertiary,1646,yes,no,may,1,yes
28.0,management,single,tertiary,437,no,no,may,1,yes
74.0,retired,married,secondary,935,no,no,may,1,yes
29.0,student,single,unknown,2929,no,no,may,1,yes
72.0,retired,married,primary,2304,no,no,may,4,yes
18.0,student,single,unknown,348,no,no,may,4,yes
46.0,blue-collar,married,secondary,640,yes,no,may,1,yes
37.0,technician,married,tertiary,88,no,no,may,1,yes
37.0,management,married,tertiary,2283,no,no,may,2,yes
32.0,technician,married,secondary,473,no,yes,may,3,yes
51.0,technician,married,tertiary,0,no,no,may,2,yes
74.5,unknown,married,unknown,397,no,no,may,3,yes
35.0,management,married,tertiary,62,no,no,may,2,yes
53.0,management,married,tertiary,3634,no,no,may,4,yes
46.0,management,married,tertiary,273,yes,no,may,6,yes
74.5,retired,divorced,secondary,3417,no,no,may,1,yes
34.0,technician,married,secondary,133,no,no,may,2,yes
54.0,management,married,tertiary,1624,no,no,may,3,yes
33.0,services,married,secondary,386,no,no,may,1,yes
23.0,student,single,unknown,2530,no,no,may,1,yes
34.0,technician,single,tertiary,2838,yes,no,may,3,yes
32.0,unemployed,single,secondary,1026,yes,no,may,1,yes
54.0,unknown,married,secondary,2206,no,no,may,1,yes
40.0,admin.,married,secondary,260,yes,no,may,1,yes
